,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
1751,LUZ BENIGNA LUZURIAGA MORALES,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),14,3
1752,JORGE SOTOMAYOR CASTRO,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),12,6
1753,CENTRO DE FORMACION ARTESANAL SANTA MARIANA DE JESUS,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),43,7
1754,UNIDAD EDUCATIVA DEL MILENIO  5 DE JUNIO,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),353,23
1756,CORONEL MIGUEL ANGEL ESTRELLA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),19,2
1757,MANUELITA SAENZ,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),22,2
1758,DR. CARLOS ROMAN HINOSTROSA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),39,3
1759,SANTA MARIANA DE JESUS,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),702,35
1760,DIEZ DE AGOSTO DE MACARA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),315,19
1762,RIO SANTIAGO,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),16,2
1765,ANTONIO ANTE,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),13,2
1767,JUAN RAFAEL ARROBO,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),26,2
1770,MANUEL ENRIQUE RENGEL,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),140,16
1773,CIUDAD DE CUENCA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),211,17
1774,JARDIN DE INFANTES GEOFRE LUZURIAGA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),36,2
1775,NUEVO AMANECER,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),0,2
1782,JOHN F. KENNEDY,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),295,23
1783,SALVADOR BUSTAMANTE CELI,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),21,2
1788,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT PROYECCION AL FUTURO,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),144,7
1789,CENTRO ARTESANAL JUAN RAFAEL ARROBO,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),244,12
1794,SIMON RODRIGUEZ,LOJA,MACARA,SABIANGO (LA CAPILLA),43,10
1795,COLEGIO TECNICO AGROPECUARIO JORGE SANCHEZ MORENO,LOJA,MACARA,SABIANGO (LA CAPILLA),41,10
1799,TORIBIO MORA,LOJA,MACARA,LA VICTORIA,53,6
1803,ANGELA PETRONILA CELI,LOJA,MACARA,LA VICTORIA,33,3
1806,CARLOS GUEVARA MORENO,LOJA,MACARA,LA VICTORIA,8,2
1807,ROSA HONORINA HIDALGO SOTOMAYOR DE RODRIGUEZ,LOJA,MACARA,LA VICTORIA,26,2
1809,ALFREDO OSPINA,LOJA,MACARA,LA VICTORIA,10,2
1811,COLEGIO TECNICO AGROPECUARIO LA VICTORIA,LOJA,MACARA,LA VICTORIA,83,11
1816,BARTOLOME DE LAS CASAS,LOJA,MACARA,LARAMA,41,4
1817,ESCUELA CIUDAD DE MACARA MIXTA,LOJA,MACARA,LARAMA,13,2
1820,25 DE JULIO,LOJA,MACARA,LARAMA,20,3
1821,SEGUNDO NICANOR CASTILLO,LOJA,MACARA,LARAMA,21,2
1822,LIC. ANGEL BENIGNO CARRION,LOJA,MACARA,LARAMA,52,3
1823,CAMILO GALLEGOS DOMINGUEZ,LOJA,MACARA,LARAMA,38,7
1824,CENTRO DE FORMACION ARTESANAL OLMEDO,LOJA,OLMEDO,OLMEDO,53,4
1827,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT LIC PATRICIO CARVAJAL,LOJA,OLMEDO,OLMEDO,50,7
1829,COLEGIO NACIONAL LA TINGUE,LOJA,OLMEDO,LA TINGUE,80,10
1830,DR  MANUEL VARGAS CALLE,LOJA,OLMEDO,OLMEDO,21,4
1831,JUAN RAFAEL SANCHEZ ROMAN,LOJA,OLMEDO,OLMEDO,14,4
1833,CUIDAD DE BRASILIA,LOJA,OLMEDO,OLMEDO,10,2
1835,UNIDAD EDUCATIVA     MONS  ALBERTO ZAMBRANO PALACIOS,LOJA,OLMEDO,OLMEDO,563,35
1836,GUAYAQUIL,LOJA,OLMEDO,OLMEDO,10,2
1838,ESCUELA FISCAL MIXTA OLMEDO,LOJA,OLMEDO,OLMEDO,25,3
1839,DR FRANSISCO COSTA ZABALETA,LOJA,OLMEDO,OLMEDO,39,6
1841,MARQUEZA DE SOLANDA,LOJA,OLMEDO,OLMEDO,10,2
1842,IGNACIO DE VEINTIMILLA,LOJA,OLMEDO,OLMEDO,134,12
1848,ANTONIO NARIÑO,LOJA,OLMEDO,LA TINGUE,41,8
1849,LUIS BARRAGAN TORRES,LOJA,OLMEDO,LA TINGUE,15,3
1851,SUIZA,LOJA,OLMEDO,OLMEDO,30,7
1852,CRISTOBAL COLON,LOJA,OLMEDO,OLMEDO,137,11
1853,FRANCISCO VALDIVIESO,LOJA,PALTAS,CATACOCHA,102,6
1856,3 DE DICIEMBRE,LOJA,PALTAS,CATACOCHA,256,15
1857,PROFESOR GALO ANIBAL LOPEZ VIVANCO,LOJA,PALTAS,CATACOCHA,31,2
1859,ROBERTO RUILOVA,LOJA,PALTAS,CATACOCHA,25,2
1863,HERMEL N VELASCO,LOJA,PALTAS,CATACOCHA,21,2
1865,GONZALO RUBIO ORBE,LOJA,PALTAS,CATACOCHA,23,2
1867,DR JOSE MARIA VELASCO IBARRA,LOJA,PALTAS,CATACOCHA,174,14
1871,AQUILES PEREZ,LOJA,PALTAS,CATACOCHA,19,2
1872,CENTRO DE EDUCACION ESPECIAL JOSE BELISARIO DIAZ,LOJA,PALTAS,CATACOCHA,32,4
1873,MARCELINO CHAMPAGNAT,LOJA,PALTAS,CATACOCHA,61,7
1874,DOMINGO CELI,LOJA,PALTAS,CATACOCHA,894,43
1875,LUIS FERNANDO BRAVO PLANTEL CENTRAL DE LA RED EDUCATIVA TACORANGA,LOJA,PALTAS,CATACOCHA,121,14
1878,UNIDAD EDUCATIVA DISTANCIA DE LOJA EXT DR MARIO ABRIL FREIRE,LOJA,PALTAS,LOURDES,152,9
1880,25 DE JUNIO,LOJA,PALTAS,LOURDES,99,9
1881,LASTENIA VALDIVIESO ALVARADO,LOJA,PALTAS,LOURDES,117,8
1882,SU MAJESTAD EL NIÑO,LOJA,PALTAS,LOURDES,50,2
1884,RAFAEL VILLAVICENCIO VELEZ,LOJA,PALTAS,LOURDES,21,2
1885,COLEGIO NACIONAL SEGUNDO CUEVA CELI,LOJA,PALTAS,LOURDES,57,9
1887,MANUEL UTRERAS GOMEZ,LOJA,PALTAS,LOURDES,21,3
1888,13 DE MAYO,LOJA,PALTAS,LOURDES,45,5
1893,LUIS ALFREDO MARTINEZ,LOJA,PALTAS,LOURDES,10,2
1894,CARLOS EDUARDO GONZALEZ,LOJA,PALTAS,LOURDES,18,3
1895,MONSENOR FRANCISCO VALDIVIEZO,LOJA,PALTAS,LOURDES,64,7
1897,EDMUNDO CARBO,LOJA,PALTAS,LOURDES,50,3
1898,LEONIDAS AUGUSTO GUERRERO LOPEZ,LOJA,PALTAS,LOURDES,61,9
1900,COLEGIO DR CARLOS MANUEL ESPINOZA,LOJA,PALTAS,SAN ANTONIO,79,9
1903,JOSE ROSA MALDONADO HURTADO,LOJA,PALTAS,SAN ANTONIO,59,8
1904,14 DE ABRIL,LOJA,PALTAS,SAN ANTONIO,16,2
1907,JUAN MARIA ARMIJOS CAMPOVERDE,LOJA,PALTAS,SAN ANTONIO,16,2
1909,MANUEL  J  JARAMILLO,LOJA,PALTAS,CASANGA,114,13
1910,GUILLERMO HUMBERTO VINTIMILLA,LOJA,PALTAS,CASANGA,36,3
1913,JUAN RAMON JIMENEZ,LOJA,PALTAS,CASANGA,72,9
1914,COLEGIO NACIONAL MACANDAMINE,LOJA,PALTAS,CASANGA,74,9
1915,CORINA PARRAL DE VELASCO IBARRA,LOJA,PALTAS,CASANGA,32,3
1918,BERMEO VASQUEZ,LOJA,PALTAS,YAMANA,92,9
1920,JORGE GUILLERMO ARMIJOS,LOJA,PALTAS,CASANGA,72,8
1921,MONSEÑOR FRANCISCO VALDIVIESO ALVARADO,LOJA,PALTAS,YAMANA,63,10
1922,ESCUELA FRANCISCO CELI BARBA SEDE RED ESCOLAR RURAL YAMANA,LOJA,PALTAS,YAMANA,21,6
1924,ALFREDO VERA,LOJA,PALTAS,CANGONAMA,9,2
1927,BUENOS AIRES,LOJA,PALTAS,LAURO GUERRERO,129,13
1928,CANONIGO BOLIVAR BAILON MORALES,LOJA,PALTAS,LAURO GUERRERO,27,3
1930,ESCUELA RUMICHACA,LOJA,PALTAS,LAURO GUERRERO,18,2
1932,HECTOR LARA ZAMBRANO,LOJA,PALTAS,LAURO GUERRERO,33,2
1933,TECNICO AGROPECUARIO FRONTERA SUR,LOJA,PALTAS,CANGONAMA,57,9
1934,APARICIO BRAVO,LOJA,PALTAS,CANGONAMA,25,2
1935,CELSO FELIPE ATARIHUANA,LOJA,PALTAS,CANGONAMA,16,2
1938,VICTOR MANUEL REYES AZANZA,LOJA,PALTAS,CANGONAMA,59,7
1940,COLEGIO TECNICO AGROPECUARIO TCNEL. LAURO GUERRERO,LOJA,PALTAS,LAURO GUERRERO,89,13
1941,DOMINGO FAUSTINO SARMIENTO,LOJA,PALTAS,LAURO GUERRERO,68,6
1945,PARCIALIDAD DE LOS PALTAS,LOJA,PALTAS,GUACHANAMA,41,3
1946,LAURO GUERRERO BECERRA,LOJA,PALTAS,GUACHANAMA,158,20
1952,EMILIANO GUERRERO,LOJA,PALTAS,GUACHANAMA,38,3
1955,MANUEL DE JESUS VARGAS GUALAN,LOJA,PALTAS,GUACHANAMA,30,2
1957,GARCILAZO DE LA VEGA,LOJA,PALTAS,GUACHANAMA,22,2
1958,VICENTE ANDA AGUIRRE,LOJA,PALTAS,GUACHANAMA,13,2
1959,BELISARIO QUEVEDO,LOJA,PALTAS,GUACHANAMA,38,4
1960,29 DE MAYO,LOJA,PALTAS,GUACHANAMA,75,11
1962,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT HNO MIGUEL FEBRES CORDERO,LOJA,PALTAS,ORIANGA,35,4
1967,GRECIA,LOJA,PALTAS,ORIANGA,12,2
1968,CIUDAD DE MANAGUA,LOJA,PALTAS,ORIANGA,13,2
1975,PROVINCIA DE PAZTAZA,LOJA,PALTAS,ORIANGA,10,2
1976,ESCUELA FISCAL MIXTA BOGOTA,LOJA,PALTAS,ORIANGA,183,10
1977,COLEGIO TECNICO AGROPECUARIO ORIANGA,LOJA,PALTAS,ORIANGA,151,13
1979,BRAULIO BARILLAS,LOJA,PALTAS,GUACHANAMA,17,2
1981,ABRAHAM LINCOLN,LOJA,PINDAL,CHAQUINAL,15,2
1982,CIUDAD DE PINDAL,LOJA,PINDAL,CHAQUINAL,16,2
1983,LUZ ANGELICA MARTINEZ,LOJA,PINDAL,CHAQUINAL,41,3
1987,JOSE MIGUEL ZARATE,LOJA,PINDAL,CHAQUINAL,37,4
1988,COLEGIO RAMON RIOFRIO BUSTAMANTE,LOJA,PINDAL,CHAQUINAL,129,9
1989,JUAN PIO MONTUFAR,LOJA,PINDAL,12 DE DICIEMBRE,96,7
1990,SEGUNDO CUEVA CELI,LOJA,PINDAL,12 DE DICIEMBRE,19,2
1995,DOLORES SUCRE,LOJA,PINDAL,12 DE DICIEMBRE,36,3
1996,VICTOR EFREN PILCO,LOJA,PINDAL,12 DE DICIEMBRE,32,2
1999,TUNGURAHUA,LOJA,PINDAL,12 DE DICIEMBRE,16,2
2001,CLOTARIO PAZ PALADINES,LOJA,PINDAL,12 DE DICIEMBRE,94,9
2008,VICTOR MIGUEL MONCAYO PALACIOS,LOJA,PINDAL,MILAGROS,24,3
2012,CIUDAD DE ROMA,LOJA,PINDAL,MILAGROS,21,2
2015,JAMBELI,LOJA,PINDAL,MILAGROS,21,2
2019,OLGA MARINA GONZALEZ GRANDA,LOJA,PINDAL,MILAGROS,48,3
2021,EDUARDO HANNER,LOJA,PINDAL,MILAGROS,45,5
2022,ZOILA RENDON DE MOSQUERA,LOJA,PINDAL,PINDAL,194,9
2024,JOSE MARIA URBINA,LOJA,PINDAL,PINDAL,23,4
2025,LUIS URDANETA,LOJA,PINDAL,PINDAL,303,10
2026,CLEOTILDE GRANDA RIOFRIO,LOJA,PINDAL,PINDAL,118,8
2027,COLEGIO NACIONAL PINDAL,LOJA,PINDAL,PINDAL,748,33
2029,RAMON PINTO GUZMAN,LOJA,PINDAL,PINDAL,29,2
2031,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION DR LAUTARO LOAIZA,LOJA,PINDAL,PINDAL,212,7
2033,JARDIN DE INFANTES MARIA ANGELICA IDROVO,LOJA,PINDAL,PINDAL,38,2
2038,CIUDAD DE QUITO,LOJA,PUYANGO,CIANO,18,2
2040,MANUEL QUIROGA,LOJA,PUYANGO,CIANO,58,4
2041,DOS DE AGOSTO,LOJA,PUYANGO,CIANO,51,5
2042,SEGUNDO MIGUEL SALAZAR,LOJA,PUYANGO,CIANO,24,3
2043,HEROES DE 1941,LOJA,PUYANGO,CIANO,20,5
2044,LA ZARZA,LOJA,PUYANGO,CIANO,33,2
2048,RAMON SAMANIEGO PALACIOS,LOJA,PUYANGO,EL ARENAL,118,10
2050,RIO MACARA,LOJA,PUYANGO,EL ARENAL,16,2
2051,LUIS NAPOLEON DILLON,LOJA,PUYANGO,EL ARENAL,63,4
2052,PAULO FREIRE,LOJA,PUYANGO,EL ARENAL,21,2
2055,MARCOS OCHOA MUÑOZ,LOJA,PUYANGO,CIANO,154,10
2057,CENTRO DE FORMACIÓN ARTESANAL VICENTINO,LOJA,PUYANGO,VICENTINO,45,7
2065,REPUBLICA DE NICARAGUA,LOJA,PUYANGO,VICENTINO,30,2
2066,SANTIAGO RAMON Y CAJAL,LOJA,PUYANGO,VICENTINO,94,7
2067,MANUEL CARRION PINZANO,LOJA,PUYANGO,VICENTINO,121,14
2069,ALONSO DE MERCADILLO,LOJA,PUYANGO,MERCADILLO,134,9
2071,MODESTO CHAVEZ FRANCO,LOJA,PUYANGO,MERCADILLO,24,2
2072,ALONSO DE MERCADILLO,LOJA,PUYANGO,MERCADILLO,64,8
2075,CARLOS GARBAY MONTESDEOCA,LOJA,PUYANGO,MERCADILLO,111,12
2081,MIGUEL ANGEL ALBORNOZ,LOJA,PUYANGO,ALAMOR,15,2
2083,DANIEL VELEZ,LOJA,PUYANGO,ALAMOR,25,2
2088,JUAN PABLO SAENZ,LOJA,PUYANGO,ALAMOR,51,5
2090,COLEGIO LAUTARO VICENTE LOAYZA,LOJA,PUYANGO,ALAMOR,75,8
2091,FRANCISCO LECARO PEREZ,LOJA,PUYANGO,ALAMOR,9,2
2096,JULIO ISAAC ESPINOSA OCHOA,LOJA,PUYANGO,ALAMOR,433,26
2103,DOS DE AGOSTO,LOJA,PUYANGO,ALAMOR,302,15
2104,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT PADRE FERNANDO PEÑAHERRE,LOJA,PUYANGO,ALAMOR,287,10
2105,CENTRO DE FORMACION ARTESANAL   ALAMOR,LOJA,PUYANGO,ALAMOR,105,9
2107,GRAN COLOMBIA,LOJA,PUYANGO,ALAMOR,383,19
2112,CRISTOBAL OJEDA DAVILA,LOJA,PUYANGO,ALAMOR,29,3
2114,DEMETRIO AGUILERA MALTA,LOJA,PUYANGO,ALAMOR,105,10
2115,ELOY ALFARO,LOJA,PUYANGO,ALAMOR,212,15
2120,TECNICO PUYANGO,LOJA,PUYANGO,ALAMOR,442,35
2124,MARIA AMADA ULLOA,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),35,3
2127,SANTIAGO DE LAS MONTAÑAS,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),43,3
2129,JHON LOOCK,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),9,2
2133,ANTONIO RICAURTE,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),66,6
2134,RUPERTO ALARCON FALCONI,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),31,2
2137,JULIO ALBERTO PAREDES,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),44,3
2138,ANGEL PALACIO,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),33,2
2139,EL LIMO,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),115,14
2142,VICTOR MANUEL CARRION,LOJA,QUILANGA,QUILANGA,8,2
2148,MANUEL CARRION PINZANO,LOJA,QUILANGA,QUILANGA,123,13
2153,FRANCIA,LOJA,QUILANGA,QUILANGA,65,11
2154,JOAQUIN AÑAZCO,LOJA,QUILANGA,QUILANGA,43,3
2156,CAUPOLICAN,LOJA,QUILANGA,QUILANGA,9,2
2158,DOCTOR LUIS FELIPE MORA,LOJA,QUILANGA,QUILANGA,22,3
2159,UNIDAD EDUCATIVA A DISTANCIA  DE LOJA EXTENSION 3 DE JUNIO,LOJA,QUILANGA,QUILANGA,93,8
2160,ROSARIO G DE MURILLO,LOJA,QUILANGA,QUILANGA,10,2
2161,COLEGIO TECNICO AGROPECUARIO QUILANGA,LOJA,QUILANGA,QUILANGA,304,24
2163,LUIS ALBERTO SOTOMAYOR SEDE RED ESCOLAR AUTONOMA RURAL FUNDOCHAMBA,LOJA,QUILANGA,FUNDOCHAMBA,30,5
2164,JUAN CUEVA GARCIA,LOJA,QUILANGA,FUNDOCHAMBA,11,5
2166,VITERI FROILAN JIMENEZ GRANDA,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,28,3
2167,COLEGIO TECNICO AGROPECUARIO LIC  MIGUEL ANTOLIANO SALINAS JARAMILLO,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,96,13
2168,ALFONSO MEJIA,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,18,3
2169,30  DE SEPTIEMBRE,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,10,3
2170,HERNANDO DE SANTILLAN,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,62,10
2171,ISLA SAN CRISTOBAL,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,17,3
2173,RVDO  DR: SEGUNDO IGNACIO GODOY,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,63,8
2174,FRANCISCO TERAN,LOJA,SARAGURO,URDANETA (PAQUISHAPA),55,4
2176,KUNAN KAWSAY,LOJA,SARAGURO,URDANETA (PAQUISHAPA),49,2
2178,ESCUELA FISCAL MIXTA INGAPIRCA,LOJA,SARAGURO,EL TABLON,36,2
2180,REINO DE QUITO,LOJA,SARAGURO,EL TABLON,25,2
2182,FIERROHURCO,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),15,2
2183,MANUEL CRUZ MUÑOZ MUÑOZ,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),34,3
2184,CARLOS MARIA DE LAS CONDAMINE,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),18,2
2186,BELISARIO MORENO,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),15,2
2187,MARIA FLORINDA ARMIJOS,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),36,2
2188,NAPOLEON BONAPARTE,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),74,6
2189,CAZADORES DE LOS RIOS,LOJA,SARAGURO,URDANETA (PAQUISHAPA),74,6
2191,GRAD MIGUEL ITURRALDE,LOJA,SARAGURO,URDANETA (PAQUISHAPA),37,3
2192,TORRICELLI,LOJA,SARAGURO,URDANETA (PAQUISHAPA),43,3
2193,SEGISMUNDO FREUD,LOJA,SARAGURO,URDANETA (PAQUISHAPA),72,5
2194,COLEGIO PROFESOR VIRGILIO ABARCA MONTESINOS,LOJA,SARAGURO,URDANETA (PAQUISHAPA),314,19
2195,MARISCAL SUCRE,LOJA,SARAGURO,URDANETA (PAQUISHAPA),271,15
2196,INTI RAYMI,LOJA,SARAGURO,SARAGURO,150,15
2197,WAYNA  KAPAK,LOJA,SARAGURO,SARAGURO,53,8
2198,JOSE MIGUEL ZHINGRE MEDINA,LOJA,SARAGURO,SARAGURO,23,2
2199,RUKUKUNAPAK  TANTARINA  WASI,LOJA,SARAGURO,SARAGURO,52,2
2200,UE INKA SAMANA,LOJA,SARAGURO,SARAGURO,92,14
2201,INKA WASI,LOJA,SARAGURO,SARAGURO,71,8
2202,YAGUARZONGO,LOJA,SARAGURO,SARAGURO,50,4
2203,KURI SARA LLAKTA,LOJA,SARAGURO,SARAGURO,43,6
2204,HATARI YUYAY,LOJA,SARAGURO,SARAGURO,51,4
2205,TUPAK YUPANKI,LOJA,SARAGURO,SARAGURO,186,15
2206,LAGO DE SAN PABLO,LOJA,SARAGURO,SARAGURO,64,8
2207,SAN FRANCISCO,LOJA,SARAGURO,SARAGURO,106,12
2209,10 DE MARZO,LOJA,SARAGURO,SARAGURO,133,10
2210,INSTITUTO TECNOLOGICO SUPERIOR SARAGURO,LOJA,SARAGURO,SARAGURO,946,48
2211,NUKANCHIK KAWSAY,LOJA,SARAGURO,SARAGURO,116,4
2213,PURIFICACION ORTIZ  HNAS MARIANITAS,LOJA,SARAGURO,SARAGURO,374,18
2214,FRANCISCANA FRAY CRISTÓBAL ZAMBRANO,LOJA,SARAGURO,SARAGURO,180,18
2215,CENTRO ARTESANAL SARAGURO (MATRIZ),LOJA,SARAGURO,SARAGURO,85,7
2216,SAN JOSE DE CALASANZ,LOJA,SARAGURO,SARAGURO,471,14
2217,DIVINO NIÑO JESUS,LOJA,SARAGURO,SARAGURO,25,3
2218,ROSA MARIA GUZMAN DE TORRES,LOJA,SARAGURO,SARAGURO,278,18
2219,ÁNGEL MARIA ÁVILA QUISHPE,LOJA,SARAGURO,URDANETA (PAQUISHAPA),91,9
2220,AMAWTA HATARI,LOJA,SARAGURO,SARAGURO,140,5
2221,PRIMICIAS DE LA CULTURA DE QUITO,LOJA,SARAGURO,SAN PABLO DE TENTA,86,9
2222,JAIME BEJARANO,LOJA,SARAGURO,SAN PABLO DE TENTA,19,2
2223,KAWSAY ÑAN,LOJA,SARAGURO,EL PARAISO DE CELEN,125,10
2224,MONS. BOLIVAR JARAMILLO,LOJA,SARAGURO,EL PARAISO DE CELEN,75,4
2225,ALBERTO GUERRERO MARTINEZ,LOJA,SARAGURO,EL PARAISO DE CELEN,49,5
2227,GUSTAVO ADOLFO OTERO,LOJA,SARAGURO,SAN PABLO DE TENTA,75,8
2228,SISA  LLAKTA,LOJA,SARAGURO,SAN PABLO DE TENTA,32,3
2230,ROBERTO MUÑOZ MALO,LOJA,SARAGURO,EL PARAISO DE CELEN,70,3
2231,PEDRO VICENTE MALDONADO,LOJA,SARAGURO,EL PARAISO DE CELEN,335,17
2233,MARIANO CUEVA,LOJA,SARAGURO,EL PARAISO DE CELEN,49,2
2234,EL VERGEL,LOJA,SARAGURO,SAN PABLO DE TENTA,44,8
2235,ESCUELA FISCAL MIXTA FRANCISCO CAMPOS,LOJA,SARAGURO,SAN PABLO DE TENTA,126,13
2236,AYUDA FRATERNA,LOJA,SARAGURO,SAN PABLO DE TENTA,15,2
2237,OMAR TORRIJOS,LOJA,SARAGURO,SAN PABLO DE TENTA,36,4
2239,JOSE DE ANTEPARA,LOJA,SARAGURO,SAN PABLO DE TENTA,46,3
2240,LUIS MOGROVEJO QUEVEDO,LOJA,SARAGURO,SAN PABLO DE TENTA,41,3
2241,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE ABC,LOJA,SARAGURO,SAN PABLO DE TENTA,444,26
2242,JOSE MARIA ANDRADE,LOJA,SARAGURO,SELVA ALEGRE,33,5
2243,INTIPAK  CHURI,LOJA,SARAGURO,SELVA ALEGRE,28,3
2252,LATACUNGA,LOJA,SARAGURO,LLUZHAPA,195,13
2253,CIUDAD DE TENA,LOJA,SARAGURO,LLUZHAPA,29,2
2254,LUIS ANTONIO MONTESINOS,LOJA,SARAGURO,SAN PABLO DE TENTA,25,2
2256,FRANCISCO ARIAS,LOJA,SARAGURO,SELVA ALEGRE,210,10
2257,SAN LUIS DE CURIACU,LOJA,SARAGURO,SELVA ALEGRE,49,3
2259,MANUEL JUVENTINO MUÑOZ,LOJA,SARAGURO,SELVA ALEGRE,32,2
2261,VICENTE BASTIDAS REINOSO,LOJA,SARAGURO,SELVA ALEGRE,156,11
2263,ROSALINO MONTAÑO ARMIJOS,LOJA,SARAGURO,SUMAYPAMBA,28,2
2264,29 DE JUNIO,LOJA,SARAGURO,SUMAYPAMBA,50,4
2265,CIUDAD DE ZUMBA,LOJA,SARAGURO,SUMAYPAMBA,46,3
2266,JUANITA COLLAHUAZO PAEZ,LOJA,SARAGURO,SUMAYPAMBA,36,4
2267,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSIÓN PADRE ASDRUBAL ASTUDILL,LOJA,SARAGURO,SUMAYPAMBA,70,5
2268,ORILLAS DEL JUBONES,LOJA,SARAGURO,SUMAYPAMBA,134,7
2270,MACHALA,LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,65,8
2271,LIMAPAMBA,LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,24,2
2272,CIUDAD SARAGURO,LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,91,5
2273,CENTRO DE FORMACION ARTESANAL FISCAL MANU,LOJA,SARAGURO,MANU,39,4
2275,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION REINA DE EL CISNE,LOJA,SARAGURO,MANU,108,5
2278,FAUSTO GODOFREDO PACHAR LAZO,LOJA,SARAGURO,MANU,22,2
2280,MERCEDES GONZALEZ DE MOSCOSO,LOJA,SARAGURO,MANU,48,5
2281,RIO MARAÑON,LOJA,SARAGURO,MANU,81,4
2282,PROF. WILSON PALACIO SALCEDO,LOJA,SARAGURO,MANU,37,3
2285,DARIO CISNEROS,LOJA,SARAGURO,MANU,15,2
2286,DR. JOSE MARIA MONTESINOS VIVAR,LOJA,SARAGURO,MANU,18,2
2287,AGUSTIN CELI,LOJA,SARAGURO,MANU,29,2
2288,GRAL. JOSE DE VILLAMIL,LOJA,SARAGURO,MANU,16,2
2289,NATAL ORELLANA,LOJA,SARAGURO,MANU,110,9
2291,COLEGIO TECNICO AGROPECUARIO MANU,LOJA,SARAGURO,MANU,167,15
2292,MAXIMILIANO WITT,LOJA,SOZORANGA,SOZORANGA,34,3
2293,MARCO AURELIO SUBÍA MARTINEZ,LOJA,SOZORANGA,SOZORANGA,19,2
2294,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXTENSIÓN CHINCHANGA,LOJA,SOZORANGA,SOZORANGA,43,6
2295,DR. ERNESTO ALBAN GOMEZ,LOJA,SOZORANGA,SOZORANGA,28,2
2296,IGNACIO DE VEINTIMILLA,LOJA,SOZORANGA,SOZORANGA,25,2
2306,ABEL CELI,LOJA,SOZORANGA,SOZORANGA,26,2
2307,VIRGINIA LUDEÑA ESCUDERO,LOJA,SOZORANGA,SOZORANGA,23,4
